battery,camera,display,memory,name,price,processor,rating,reviews,warranty,logprice
2500 mAh Battery,8MP Rear Camera,13.84 cm (5.45 inch) Display,2 GB RAM | 16 GB ROM,"Karbonn Platinum P9 (Aurora Blue, 16 GB)",3999,1 Year Manufacturer Warranty,3.7,145 Reviews,,8.293799608846818
4500 mAh Lithium Ion Battery,64MP + 5MP + 8MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A70s (Prism Crush Red, 128 GB)",26990,Qualcomm SM6150 Processor,4.2,140 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,10.20322170601205
3030 mAh Lithium-polymer Battery,13MP + 2MP | 16MP Front Camera,14.48 cm (5.7 inch) HD+ Display,4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Gionee S11 Lite (Gold, 32 GB)",10990,Snapdragon 430 Octa-core Processor,4.0,551 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.304741047397666
2400 mAh Battery,8MP Rear Camera,13.84 cm (5.45 inch) Full HD Display,2 GB RAM | 32 GB ROM,"ITEL A46 (DARK WATER, 32 GB)",4699,1 Year,4.1,46 Reviews,,8.455104999102815
3000 mAh Battery,13MP Rear Camera | 13MP + 8MP Dual Front Camera,14.48 cm (5.7 inch) Display,3 GB RAM | 32 GB ROM,"Mobiistar X1 Dual (Black, 32 GB)",5554,1 Year on Handset & 6 Months on Accessories,3.7,37 Reviews,,8.622273667866745
3225 mAh Li-ion Battery,16MP Rear Camera | 24MP Front Camera,15.21 cm (5.99 inch) HD Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Vivo V7+ (Matte Black, 64 GB)",13990,Qualcomm Snapdragon 450 Octa Core 1.8 GHz Processor,4.4,"2,706 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.546098067659527
4000 mAh Battery,13MP Rear Camera | 8MP Front Camera,13.84 cm (5.45 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Asus ZenFone Max M1 (Gold, 32 GB)",6499,Qualcomm Snapdragon 430 Processor,4.1,"17,701 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.77940359789435
4000 mAh Lithium Ion Battery,13MP + 8MP + 5MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A20s (Black, 32 GB)",12900,Qualcomm SDM450-B01 Processor,4.3,70 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.464982590349763
3100 mAh Lithium-ion Battery,16MP + 12MP | 10MP Front Camera,14.73 cm (5.8 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy S10e (Prism White, 128 GB)",59000,Exynos 9 9820 Processor,4.5,95 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,10.985292722887856
3000 mAh Battery,13MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) Full HD Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Meizu C9 Pro (Black, 32 GB)",6990,Quad Core Processor,4.1,198 Reviews,1 Year,8.852235835227855
3400 mAh Lithium-ion Battery,16MP + 12MP | 10MP Front Camera,15.49 cm (6.1 inch) Quad HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy S10 (Prism Black, 128 GB)",57800,Exynos 9 9820 Processor,4.6,175 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,10.96474405466047
4100 mAh Lithium-ion Battery,16MP + 12MP | 10MP + 8MP Dual Front Camera,16.26 cm (6.4 inch) Quad HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy S10 Plus (Prism White, 128 GB)",65200,Exynos 9 9820 Processor,4.6,126 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,11.085214747914744
2000 mAh Battery,5MP Rear Camera | 2MP Front Camera,12.7 cm (5 inch) HD Display,1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,"Coolpad Mega 5M (Black, 16 GB)",2850,"Quad Core, SC9850K Processor Processor",3.7,71 Reviews,1 Year,7.955074273262696
4000 mAh Li-polymer Battery,48MP + 5MP | 13MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Redmi Note 7 Pro (Neptune Blue, 64 GB)",12999,Qualcomm Snapdragon 675 Processor,4.4,"25,217 Reviews",Splash Proof - Protected by P2i,9.47262771040802
3010 mAh Battery,20MP + 12MP | 20MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,6 GB RAM | 128 GB ROM,"Mi A2 (Gold, 128 GB)",16899,Qualcomm Snapdragon 660 AIE Processor,4.1,250 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,9.735009727562824
3500 mAh Li-Ion Battery,13MP Rear Camera | 8MP Front Camera,12.7 cm (5 inch) Full HD Display,3 GB RAM | 32 GB ROM,"Lenovo Z2 Plus (Black, 32 GB)",8250,Qualcomm Snapdragon 820 Quad Core 2.15GHz Processor,3.9,972 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.017968479328726
3700 mAh Li-ion Battery,"48 Million Quad Pixel Sensor (12 Million Effective Pixel) + 8MP + 5MP, AI Triple Rear Camera | 32MP Front Camera",16.23 cm (6.39 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Vivo V15 Pro (Ruby Red, 128 GB)",21099,Qualcomm Snapdragon 675AIE Octa Core 2.0GHz Processor,4.5,"2,800 Reviews",In-display Fingerprint Scanning,9.956980924976127
4000 mAh Li-polymer Battery,48MP + 13MP + 8MP | 20MP Front Camera,16.23 cm (6.39 inch) Full HD+ Display,6 GB RAM | 64 GB ROM,"Redmi K20 (Glacier Blue, 64 GB)",21999,Qualcomm Snapdragon 730 Processor,4.5,"5,085 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.998752276761909
3400 mAh Lithium Polymer Battery,13MP + 2MP | 24MP Front Camera,15.77 cm (6.21 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Honor 10 Lite (Sky Blue, 64 GB)",12199,Kirin 710 2.2GHz Octa Core Processor,4.4,"1,323 Reviews","Brand Warranty of 1 Year Available for Mobile, 6 Months for Battery and Charger, 3 Months for Data Cable",9.409109260148737
4230 mAh Battery,13MP + 2MP | 13MP Front Camera,15.8 cm (6.22 inch) HD+ Display,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 3 (Radiant Blue, 64 GB)",9499,MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,4.4,"43,549 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.158941808890182
4500 mAh Lithium-ion Battery,64 MP + 12 MP +12 MP + VGA Depth Camera | 10MP Front Camera,17.02 cm (6.7 inch) Quad HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"Samsung Galaxy S20+ (Cosmic Black, 128 GB)",77999,Exynos 990 Processor,4.5,50 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,11.264451285076724
4000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.9 cm (6.26 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,"Asus ZenFone Max M2 (Blue, 32 GB)",7999,Qualcomm Snapdragon 632 Octa Core Processor,4.3,"12,649 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.987071812848821
3000 mAh Battery,13MP + 2MP | 13MP + 2MP Dual Front Camera,14.35 cm (5.65 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Honor 9 Lite (Midnight Black, 32 GB)",13999,Kirin 659 Processor,4.3,"66,369 Reviews","12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",9.546741177474825
3000 mAh Battery,13MP + 2MP | 13MP + 2MP Dual Front Camera,14.35 cm (5.65 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Honor 9 Lite (Sapphire Blue, 32 GB)",13999,Kirin 659 Processor,4.3,"66,369 Reviews","12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",9.546741177474825
3000 mAh Battery,13MP + 2MP | 13MP + 2MP Dual Front Camera,14.35 cm (5.65 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Honor 9 Lite (Midnight Black, 64 GB)",16999,Kirin 659 Processor,4.3,"12,119 Reviews","12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",9.74090979777877
3000 mAh Battery,13MP + 2MP | 13MP + 2MP Dual Front Camera,14.35 cm (5.65 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Honor 9 Lite (Glacier Grey, 32 GB)",13999,Kirin 659 Processor,4.3,"66,369 Reviews","12 Months on handset, 6 Months on battery , 6 Months on charger & 3 Months on data cable",9.546741177474825
3000 mAh Battery,13MP Rear Camera | 8MP Front Camera,13.21 cm (5.2 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Nokia 5 (Matte Black, 16 GB)",6490,Qualcomm Snapdragon 430 Processor,4.0,167 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.778017809698136
3000 mAh Battery,13MP Rear Camera | 8MP Front Camera,13.21 cm (5.2 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Nokia 5 (Silver, 16 GB)",6490,Qualcomm Snapdragon 430 Processor,4.0,167 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.778017809698136
1800 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,Karbonn K24 Plus Pro,1298,1 Year for Mobile & 6 Months for Accessories,3.8,132 Reviews,,7.168579897264035
1800 mAh Battery,0.3MP Rear Camera,6.1 cm (2.4 inch) Display,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,Karbonn K24 Plus Pro,887,1 Year for Mobile & 6 Months for Accessories,3.8,132 Reviews,,6.787844982309579
4000 mAh Li Polymer Battery,12MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,"Redmi Note 5 (Blue, 64 GB)",9499,Qualcomm Snapdragon 625 Processor,4.4,"39,973 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.158941808890182
4230 mAh Battery,13MP + 2MP | 13MP Front Camera,15.8 cm (6.22 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 3i (Diamond Red, 64 GB)",10499,MediaTek Helio P60 Octa Core 2.0 GHz Processor,4.4,"6,417 Reviews",Triple Slots (Dual SIM + Memory Card),9.259035293514941
4100 mAh Li-ion Battery,48MP + 13MP + 8MP + 2MP | 32MP + 8MP Dual Front Camera,16.36 cm (6.44 inch) Full HD+ Display,8 GB RAM | 128 GB ROM,"Vivo V17Pro (Midnight Ocean Black, 128 GB)",29499,Qualcomm Snapdragon 675 AIE Processor,4.5,598 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,10.292111643448266
5000 mAh Battery,16MP + 5MP | 16MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,"Asus Zenfone Max Pro M1 (Black, 64 GB)",11999,Qualcomm Snapdragon 636 Octa Core Processor,4.3,"26,353 Reviews",Brand Warranty of 1 Year Available for Handset and 6 Months for Accessories,9.392578591964389
3000 mAh Battery,5MP Rear Camera | 5MP Front Camera,13.56 cm (5.34 inch) FWVGA Display,1 GB RAM | 8 GB ROM | Expandable Upto 128 GB,"Intex infie 33 (Gold, 8 GB)",3999,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries,3.7,71 Reviews,,8.293799608846818
3000 mAh Battery,5MP Rear Camera,13.56 cm (5.34 inch) Display,1 GB RAM | 8 GB ROM,"Intex Infie 33 (Lake Blue, 8 GB)",3999,1 Year Brand Warranty,3.7,71 Reviews,,8.293799608846818
4500 mAh Lithium-ion Battery,12MP + 12MP + 12MP | 32MP Front Camera,17.02 cm (6.7 inch) Full HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"Samsung Galaxy Note10 Lite (Aura Red, 128 GB)",39999,Exynos 9810 Processor,4.4,141 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,10.596609732783568
4010 mAh Li-Ion Polymer Battery,13MP Rear Camera | 16MP Front Camera,13.97 cm (5.5 inch) Full HD Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Gionee A1 (Grey, 64 GB)",21499,MediaTek MT6755 Helio P10 Octa Core 2.0GHz Processor,4.0,"1,028 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.975761701406148
3500 mAh Battery,16MP + 5MP + 8MP | 8MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,4 GB RAM | 64 GB ROM,"Nokia 6.2 (Black, 64 GB)",12849,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,4.2,30 Reviews,,9.461021266283481
3000 mAh Battery,16MP + 5MP | 8MP Front Camera,15.24 cm (6 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Alcatel 3V (Spectrum Gold, 32 GB)",5999,MT8735A A53 Processor,3.6,357 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.699348067653093
4500 mAh Lithium-ion Polymer Battery,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,16.94 cm (6.67 inch) Full HD+ Display,8 GB RAM | 256 GB ROM | Expandable Upto 512 GB,"POCO X2 (Phoenix Red, 256 GB)",21499,Qualcomm Snapdragon 730G Processor,4.5,"5,322 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.975761701406148
4000 mAh Lithium Ion Battery,13MP + 8MP + 5MP | 8MP Front Camera,16.51 cm (6.5 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A20s (Green, 64 GB)",14900,Qualcomm SDM450-B01 Processor,4.3,80 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.60911649193355
3750 mAh Battery,13MP + 13MP | 16MP + 2MP Dual Front Camera,15.75 cm (6.2 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Tecno Camon i 2 (Champagne Gold, 32 GB)",7150,MT6761 Processor,4.3,8 Reviews,1 Year,8.874867635688053
3050 mAh Li-ion Polymer Battery,13MP Rear Camera | 8MP Front Camera,13.84 cm (5.45 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Infinix Smart 2 (Bordeaux Red, 32 GB)",7999,MTK6739 64 bit Quad Core Processor,4.0,"4,013 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.987071812848821
4000 mAh Li-polymer Battery,48MP + 8MP + 2MP | 16MP Front Camera,16.74 cm (6.59 inch) Full HD+ Display,6 GB RAM | 256 GB ROM | Expandable Upto 512 GB,"Honor 9x Pro (Midnight Black, 256 GB)",17999,Kirin 810 (7 nm Chipset with NPU) Processor,3.9,884 Reviews,"1 Year Warranty on Handset, 6 Months on Charger and 3 Months on Data Cable Provided by the Manufacturer from Date of Purchase.",9.798071479779479
4000 mAh Li-polymer Battery,8MP Rear Camera | 5MP Front Camera,15.49 cm (6.1 inch) Display,2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"OPPO A1K (Black, 32 GB)",7490,MT6762R Processor,4.3,576 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.921324076511265
5000 mAh Battery,13MP Rear Camera,16.26 cm (6.4 inch) Display,3 GB RAM | 32 GB ROM,"Samsung Galaxy M30 (Blue, 32 GB)",10399,12 Months,4.3,53 Reviews,,9.249464926660233
3000 mAh Battery,5MP Rear Camera,13.56 cm (5.34 inch) Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Mobiistar C1 (Gold, 16 GB)",3990,MTK MT6739 Processor,4.0,141 Reviews,1 Year on Handset & 6 Months on Accessories,8.29154650988391
4000 mAh Li-ion Battery,48MP + 5MP + 8MP | 32MP Front Camera,16.26 cm (6.4 inch) Full HD+ Display,4 GB RAM | 128 GB ROM,"Samsung Galaxy A50s (Prism Crush Violet, 128 GB)",18570,Exynos 9611 Processor,4.3,779 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,9.829302654346751
4500 mAh Battery,48MP Rear Camera,16.36 cm (6.44 inch) Full HD Display,8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,"Vivo V17 (Admiral Blue, 128 GB)",23990,Qualcomm Snapdragon Processor,4.5,680 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,10.08539235583374
2500 mAh Lithium-ion Battery,8MP Rear Camera | 5MP Front Camera,13.84 cm (5.45 inch) FWVGA Display,2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,"Panasonic P101 (Black, 16 GB)",4990,MT6739WA Processor,4.0,920 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,8.515191188745565
3000 mAh Battery,12.2MP Rear Camera | 8MP Front Camera,14.22 cm (5.6 inch) Full HD+ Display,4 GB RAM | 64 GB ROM,"Google Pixel 3a (Just Black, 64 GB)",30999,Qualcomm Snapdragon 670 Processor,4.5,934 Reviews,eSIM Compatible,10.341710224882465
4000 mAh Li-ion Battery,25MP + 5MP + 8MP | 16MP Front Camera,16.26 cm (6.4 inch) HD+ Display,4 GB RAM | 128 GB ROM,"Samsung Galaxy A30s (Prism Crush Violet, 128 GB)",19900,Exynos 7904 Processor,4.3,298 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,9.898475010712584
3050 mAh Battery,13MP Rear Camera,13.84 cm (5.45 inch) Display,2 GB RAM | 16 GB ROM,"Tecno Camon i Sky (Champagne Gold, 16 GB)",4970,1 Year Warranty,4.1,23 Reviews,,8.511175119090675
2500 mAh Battery,13MP Rear Camera,13.97 cm (5.5 inch) HD Display,3 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"Forme R7 (Champagne Gold, 16 GB)",5999,Mediatek MTK6737 Quad-core Processor,3.6,34 Reviews,1 Year Manufacturer Warranty on Handset and 6 Months on Accessories,8.699348067653093
4000 mAh Li-ion Polymer Battery,13MP + 2MP | 16MP Front Camera,15.75 cm (6.2 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Infinix Hot S3X (Aqua Blue, 32 GB)",10999,Qualcomm Snapdragon Octa-core Processor,4.2,"2,590 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.305559638557117
4000 mAh Li-ion Polymer Battery,13MP + 2MP | 16MP Front Camera,15.75 cm (6.2 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Infinix Hot S3X (Tradew Gray, 32 GB)",10999,Qualcomm Snapdragon Octa-core Processor,4.2,"2,590 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.305559638557117
4000 mAh Li-ion Polymer Battery,13MP + 2MP | 16MP Front Camera,15.75 cm (6.2 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Infinix Hot S3X (Milan Black, 32 GB)",10999,Qualcomm Snapdragon Octa-core Processor,4.2,"2,590 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.305559638557117
2500 mAh Battery,8MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 64 GB,"Blackbear B6 Glory (Blue, 16 GB)",4999,High Speed 1.3 GHz Quad Core Processor,2.7,0 Reviews,1 Year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries form the date of purchase,8.51699317141357
3000 mAh Battery,13MP + 2MP | 8MP Front Camera,14.5 cm (5.71 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 400 GB,"Nokia 4.2 (Black, 32 GB)",12990,Qualcomm Snapdragon 439 Processor,4.1,152 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories Excluding Battery,9.471935109664646
1750 mAh Li-Ion Battery,5MP Rear Camera | 0.3MP Front Camera,11.43 cm (4.5 inch) FWVGA Display,512 MB RAM | 8 GB ROM,"Lava A51 (Gold, 8 GB)",2499,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.5,107 Reviews,,7.823645930834952
4000 mAh Battery,48MP + 8MP + 13MP + 2MP | 16MP Front Camera,16.51 cm (6.5 inch) Display,8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,"OPPO Reno2 (Luminous Black, 256 GB)",38990,Qualcomm Snapdragon 730G Processor,4.5,176 Reviews,Ultra Dark Mode l Ultra Steady Video,10.571060481976643
3080 mAh Li Polymer Battery,12MP + 5MP | 16MP Front Camera,15.21 cm (5.99 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Redmi Y2 (Blue, 64 GB)",8499,Qualcomm Snapdragon 625 Processor,4.4,"1,867 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.047703788498627
4230 mAh Battery,13MP + 2MP | 8MP Front Camera,15.75 cm (6.2 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"OPPO A3s (Purple, 32 GB)",8990,Qualcomm Snapdragon 450 Processor,4.3,"1,991 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.103868127465667
4000 mAh Battery,13MP + 2MP | 8MP Front Camera,15.9 cm (6.26 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 2 TB,"Asus ZenFone Max M2 (Silver, 32 GB)",7999,Qualcomm Snapdragon 632 Octa Core Processor,4.3,"12,649 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.987071812848821
3000 mAh Battery,13MP Rear Camera | 5MP Front Camera,13.97 cm (5.5 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"LG Q7 (Black, 32 GB)",9990,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,3.3,2 Reviews,,9.2093398716426
3750 mAh Battery,13MP + 2MP | 16MP Front Camera,15.75 cm (6.2 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Tecno Camon i 2 (MIDNIGHT BLACK, 32 GB)",7250,12+1 month warranty provided by the manufacturer,4.3,8 Reviews,,8.88875674784872
4000 mAh Li Polymer Battery,12MP Rear Camera | 5MP Front Camera,15.21 cm (5.99 inch) Full HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Redmi Note 5 (Gold, 32 GB)",8799,Qualcomm Snapdragon 625 Processor,4.4,"43,588 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.08239335764556
5020 mAh Li-Ion Polymer Battery,13MP Rear Camera | 5MP Front Camera,15.24 cm (6 inch) Full HD Display,3 GB RAM | 64 GB ROM | Expandable Upto 128 GB,"Gionee Marathon M5 Plus (Champagne Gold, 64 GB)",26999,Mediatek MT6753 Octa Core 1.3GHz Processor,4.1,27 Reviews,Brand Warranty of 1 Year,10.203555107263542
3800 mAh Lithium-ion Battery,24MP + 5MP + 10MP + 8MP | 24MP Front Camera,16.0 cm (6.3 inch) Full HD+ Display,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,"Samsung Galaxy A9 (Lemonade Blue, 128 GB)",36000,Qualcomm Snapdragon 660 Processor,4.4,70 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,10.491274217438248
5000 mAh Battery,12MP Rear Camera | 8MP Front Camera,15.8 cm (6.22 inch) HD+ Display,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,"Redmi 8A (Midnight Black, 32 GB)",6999,Qualcomm Snapdragon 439 Processor,4.4,"10,773 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.85352256068954
4000 mAh Battery,13MP + 2MP Depth Sensor + 8MP Wide Angle sensor | 32MP Front Camera,15.77 cm (6.21 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Infinix S4 (Twilight Purple, 32 GB)",9599,2.0 GHz Helio P22 64-bit Octa Core Processor,4.2,"3,923 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.169414205363537
2630 mAh Battery,8MP Rear Camera | 8MP Front Camera,12.7 cm (5 inch) HD Display,2 GB RAM | 16 GB ROM | Expandable Upto 128,"Nokia 3 (Matte Black, 16 GB)",5290,MTK 6737 Processor,3.9,"1,301 Reviews",Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,8.573573524852344
4230 mAh Battery,13MP + 2MP | 13MP Front Camera,15.8 cm (6.22 inch) HD+ Display,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,"Realme 3 (Dynamic Black, 64 GB)",10499,MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,4.4,"16,477 Reviews",Triple Slots (Dual SIM + Memory Card),9.259035293514941
4230 mAh Battery,13MP + 2MP | 13MP Front Camera,15.8 cm (6.22 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Realme 3 (Radiant Blue, 32 GB)",8499,MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,4.4,"43,549 Reviews",Triple Slots (Dual SIM + Memory Card),9.047703788498627
4230 mAh Battery,13MP + 2MP | 13MP Front Camera,15.8 cm (6.22 inch) HD+ Display,3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,"Realme 3 (Dynamic Black, 32 GB)",8499,MediaTek Helio P70 Octa Core 2.1 GHz AI Processor,4.4,"43,549 Reviews",Triple Slots (Dual SIM + Memory Card),9.047703788498627
4500 mAh Lithium-ion Battery,64 MP + 12 MP +12 MP + VGA Depth Camera | 10MP Front Camera,17.02 cm (6.7 inch) Quad HD+ Display,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,"Samsung Galaxy S20+ (Cloud Blue, 128 GB)",77899,Exynos 990 Processor,4.5,50 Reviews,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,11.26316839480597
4000 mAh Li-ion Battery,8MP Rear Camera | 8MP Front Camera,16.56 cm (6.52 inch) HD+ Display,2 GB RAM | 32 GB ROM | Expandable Upto 128 GB,"Tecno Spark Go Plus (Vacation Blue, 32 GB)",5999,Helio A22 (MT6761) Processor,4.2,33 Reviews,Finger Print Sensor,8.699348067653093
3500 mAh Li-Ion Battery,13MP Rear Camera | 8MP Front Camera,12.7 cm (5 inch) Full HD Display,4 GB RAM | 64 GB ROM,"Lenovo Z2 Plus (Black, 64 GB)",9899,Qualcomm Snapdragon 820 Quad Core 2.15GHz Processor,3.8,961 Reviews,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,9.200189020919808
