issue_date,condition,color_type,length(m),height(cm),X1,X2,pet_category,Split(-)(issue_date)_0,Split(-)(issue_date)_1,Split(-)(issue_date)_2,Split(-)(listing_date)_0,Split(-)(listing_date)_1,Split(:)(listing_date)_0,Split(:)(listing_date)_1,Split( )(listing_date)_0,Split( )(listing_date)_1,Split( )(color_type)_0,"ExtractNumber(:(?:\d*[.,]\d+)|(?:\d+[.,]?))(?:[Ee][+-)(pet_id)_0","ExtractNumber(:(?:\d*[.,]\d+)|(?:\d+[.,]?))(?:[Ee][+-)(issue_date)_0",ExtractNumber((\d{2}))(issue_date)_0,"ExtractNumber(:(?:\d*[.,]\d+)|(?:\d+[.,]?))(?:[Ee][+-)(listing_date)_0",ExtractNumber((\d{2}))(listing_date)_0,OneHot()(X2)_0,OneHot()(X2)_1,OneHot()(X2)_4,OneHot()(X2)_7,OneHot()(X2)_9
2018-04-07 00:00:00,0.0,Tan,0.25,43.1,0,1,2,2018,04,07 00:00:00,2019,03,2019-03-18 15,48,2019-03-18,15:48:00,Tan,65997.0,2018.0,4.0,2019.0,3.0,0,1,0,0,0
2016-07-18 00:00:00,1.0,Black,0.67,27.08,0,1,2,2016,07,18 00:00:00,2017,08,2017-08-14 16,21,2017-08-14,16:21:00,Black,71617.0,2016.0,7.0,2017.0,8.0,0,1,0,0,0
2018-07-23 00:00:00,2.0,Brown Tabby,0.08,9.29,13,9,1,2018,07,23 00:00:00,2018,08,2018-08-27 18,47,2018-08-27,18:47:00,Brown,57724.0,2018.0,7.0,2018.0,8.0,0,0,0,0,1
2014-06-22 00:00:00,0.0,Red,0.85,36.38,0,7,2,2014,06,22 00:00:00,2017,07,2017-07-13 12,49,2017-07-13,12:49:00,Red,60059.0,2014.0,6.0,2017.0,7.0,0,0,0,1,0
2017-11-22 00:00:00,2.0,Brown Tabby,0.95,49.05,17,9,1,2017,11,22 00:00:00,2018,10,2018-10-16 18,53,2018-10-16,18:53:00,Brown,54349.0,2017.0,11.0,2018.0,10.0,0,0,0,0,1
2016-04-12 00:00:00,0.0,Buff,0.2,47.52,0,7,2,2016,04,12 00:00:00,2018,05,2018-05-03 18,09,2018-05-03,18:09:00,Buff,52673.0,2016.0,4.0,2018.0,5.0,0,0,0,1,0
2016-09-25 00:00:00,1.0,Orange Tabby,0.66,37.85,16,9,1,2016,09,25 00:00:00,2017,03,2017-03-24 19,18,2017-03-24,19:18:00,Orange,65464.0,2016.0,9.0,2017.0,3.0,0,0,0,0,1
2018-04-24 00:00:00,1.0,Tan,0.16,45.7,0,1,2,2018,04,24 00:00:00,2018,09,2018-09-18 17,53,2018-09-18,17:53:00,Tan,56515.0,2018.0,4.0,2018.0,9.0,0,1,0,0,0
2012-12-23 00:00:00,0.0,Chocolate,0.45,33.46,0,7,2,2012,12,23 00:00:00,2018,01,2018-01-16 17,07,2018-01-16,17:07:00,Chocolate,60036.0,2012.0,12.0,2018.0,1.0,0,0,0,1,0
2012-12-15 00:00:00,2.0,White,0.1,28.11,0,7,2,2012,12,15 00:00:00,2017,01,2017-01-15 18,21,2017-01-15,18:21:00,White,59475.0,2012.0,12.0,2017.0,1.0,0,0,0,1,0
2007-06-06 00:00:00,0.0,Yellow,0.2,20.8,0,7,2,2007,06,06 00:00:00,2016,08,2016-08-22 14,42,2016-08-22,14:42:00,Yellow,53597.0,2007.0,6.0,2016.0,8.0,0,0,0,1,0
2016-08-28 00:00:00,1.0,Tan,0.55,49.1,0,1,2,2016,08,28 00:00:00,2017,02,2017-02-19 17,47,2017-02-19,17:47:00,Tan,69244.0,2016.0,8.0,2017.0,2.0,0,1,0,0,0
2016-10-04 00:00:00,1.0,Red,0.95,22.0,13,9,2,2016,10,04 00:00:00,2017,02,2017-02-11 17,03,2017-02-11,17:03:00,Red,50550.0,2016.0,10.0,2017.0,2.0,0,0,0,0,1
2017-04-02 00:00:00,1.0,Blue,0.8,42.07,13,9,1,2017,04,02 00:00:00,2018,05,2018-05-02 19,17,2018-05-02,19:17:00,Blue,73267.0,2017.0,4.0,2018.0,5.0,0,0,0,0,1
2012-04-08 00:00:00,2.0,Blue,0.14,31.84,0,7,2,2012,04,08 00:00:00,2018,04,2018-04-29 14,55,2018-04-29,14:55:00,Blue,69800.0,2012.0,4.0,2018.0,4.0,0,0,0,1,0
2018-12-20 00:00:00,0.0,Black,0.42,26.95,0,1,1,2018,12,20 00:00:00,2019,04,2019-04-24 18,39,2019-04-24,18:39:00,Black,76085.0,2018.0,12.0,2019.0,4.0,0,1,0,0,0
2016-07-21 00:00:00,2.0,White,0.83,20.1,0,1,2,2016,07,21 00:00:00,2018,01,2018-01-25 13,37,2018-01-25,13:37:00,White,68932.0,2016.0,7.0,2018.0,1.0,0,1,0,0,0
2015-11-10 00:00:00,0.0,Brown Brindle,0.53,41.84,13,9,2,2015,11,10 00:00:00,2016,11,2016-11-12 13,17,2016-11-12,13:17:00,Brown,66781.0,2015.0,11.0,2016.0,11.0,0,0,0,0,1
2017-07-13 00:00:00,2.0,Black,0.99,24.76,16,9,1,2017,07,13 00:00:00,2018,05,2018-05-04 09,00,2018-05-04,09:00:00,Black,63950.0,2017.0,7.0,2018.0,5.0,0,0,0,0,1
2018-01-06 00:00:00,nan,Gray,0.06,8.16,18,4,0,2018,01,06 00:00:00,2019,01,2019-01-27 14,32,2019-01-27,14:32:00,Gray,51944.0,2018.0,1.0,2019.0,1.0,0,0,1,0,0
2016-06-19 00:00:00,2.0,Orange Tabby,0.32,46.58,13,9,1,2016,06,19 00:00:00,2016,07,2016-07-24 14,34,2016-07-24,14:34:00,Orange,52656.0,2016.0,6.0,2016.0,7.0,0,0,0,0,1
2017-01-01 00:00:00,0.0,Brown Tabby,0.66,26.03,7,1,1,2017,01,01 00:00:00,2017,04,2017-04-16 12,44,2017-04-16,12:44:00,Brown,74272.0,2017.0,1.0,2017.0,4.0,0,1,0,0,0
2016-02-19 00:00:00,1.0,White,0.32,42.5,0,1,2,2016,02,19 00:00:00,2018,03,2018-03-16 13,14,2018-03-16,13:14:00,White,74200.0,2016.0,2.0,2018.0,3.0,0,1,0,0,0
2008-09-26 00:00:00,1.0,Black,0.75,6.65,0,7,2,2008,09,26 00:00:00,2018,10,2018-10-16 12,48,2018-10-16,12:48:00,Black,53096.0,2008.0,9.0,2018.0,10.0,0,0,0,1,0
2017-07-22 00:00:00,2.0,White,0.9,48.52,13,9,2,2017,07,22 00:00:00,2019,02,2019-02-26 11,38,2019-02-26,11:38:00,White,76172.0,2017.0,7.0,2019.0,2.0,0,0,0,0,1
2011-12-31 00:00:00,0.0,Tricolor,0.38,48.8,0,7,2,2011,12,31 00:00:00,2017,01,2017-01-23 16,56,2017-01-23,16:56:00,Tricolor,66865.0,2011.0,12.0,2017.0,1.0,0,0,0,1,0
2004-03-30 00:00:00,1.0,Black,0.84,45.64,0,7,2,2004,03,30 00:00:00,2017,03,2017-03-20 15,39,2017-03-20,15:39:00,Black,67287.0,2004.0,3.0,2017.0,3.0,0,0,0,1,0
2015-02-10 00:00:00,1.0,Fawn,0.56,48.98,0,1,2,2015,02,10 00:00:00,2017,03,2017-03-24 09,04,2017-03-24,09:04:00,Fawn,56212.0,2015.0,2.0,2017.0,3.0,0,1,0,0,0
2009-05-03 00:00:00,0.0,Tan,0.04,37.09,0,1,2,2009,05,03 00:00:00,2018,05,2018-05-23 18,24,2018-05-23,18:24:00,Tan,71785.0,2009.0,5.0,2018.0,5.0,0,1,0,0,0
2017-03-11 00:00:00,nan,Black,0.93,26.36,15,4,4,2017,03,11 00:00:00,2019,03,2019-03-29 19,13,2019-03-29,19:13:00,Black,69119.0,2017.0,3.0,2019.0,3.0,0,0,1,0,0
2017-06-28 00:00:00,2.0,Calico,0.32,13.13,17,9,1,2017,06,28 00:00:00,2019,01,2019-01-23 19,09,2019-01-23,19:09:00,Calico,74283.0,2017.0,6.0,2019.0,1.0,0,0,0,0,1
2016-05-26 00:00:00,1.0,Tricolor,0.82,38.09,0,1,2,2016,05,26 00:00:00,2017,04,2017-04-22 16,21,2017-04-22,16:21:00,Tricolor,62912.0,2016.0,5.0,2017.0,4.0,0,1,0,0,0
2016-07-16 00:00:00,0.0,Calico Point,0.07,24.21,7,1,1,2016,07,16 00:00:00,2016,10,2016-10-05 17,36,2016-10-05,17:36:00,Calico,63455.0,2016.0,7.0,2016.0,10.0,0,1,0,0,0
2018-02-26 00:00:00,nan,Tricolor,0.45,22.25,13,9,4,2018,02,26 00:00:00,2018,09,2018-09-18 14,42,2018-09-18,14:42:00,Tricolor,51472.0,2018.0,2.0,2018.0,9.0,0,0,0,0,1
2016-10-19 00:00:00,2.0,Blue Tabby,0.08,19.4,13,9,1,2016,10,19 00:00:00,2016,12,2016-12-09 14,19,2016-12-09,14:19:00,Blue,69154.0,2016.0,10.0,2016.0,12.0,0,0,0,0,1
2017-07-26 00:00:00,0.0,Calico,0.07,47.36,0,1,1,2017,07,26 00:00:00,2017,11,2017-11-21 14,12,2017-11-21,14:12:00,Calico,72701.0,2017.0,7.0,2017.0,11.0,0,1,0,0,0
2002-07-09 00:00:00,1.0,Black,0.46,37.39,18,4,1,2002,07,09 00:00:00,2017,07,2017-07-31 20,10,2017-07-31,20:10:00,Black,61293.0,2002.0,7.0,2017.0,7.0,0,0,1,0,0
2016-08-09 00:00:00,1.0,Tricolor,0.03,9.49,0,7,2,2016,08,09 00:00:00,2018,01,2018-01-31 18,55,2018-01-31,18:55:00,Tricolor,58272.0,2016.0,8.0,2018.0,1.0,0,0,0,1,0
2016-06-17 00:00:00,nan,Brown,0.33,32.27,15,4,4,2016,06,17 00:00:00,2017,07,2017-07-08 18,36,2017-07-08,18:36:00,Brown,55282.0,2016.0,6.0,2017.0,7.0,0,0,1,0,0
2018-11-01 00:00:00,nan,Orange,0.34,13.3,13,9,1,2018,11,01 00:00:00,2018,11,2018-11-30 10,52,2018-11-30,10:52:00,Orange,58950.0,2018.0,11.0,2018.0,11.0,0,0,0,0,1
2016-06-05 00:00:00,0.0,Tricolor,0.13,21.12,0,1,2,2016,06,05 00:00:00,2016,09,2016-09-01 13,12,2016-09-01,13:12:00,Tricolor,56851.0,2016.0,6.0,2016.0,9.0,0,1,0,0,0
2015-08-21 00:00:00,2.0,Brown,0.59,16.24,0,7,2,2015,08,21 00:00:00,2017,09,2017-09-13 15,27,2017-09-13,15:27:00,Brown,62403.0,2015.0,8.0,2017.0,9.0,0,0,0,1,0
2016-03-12 00:00:00,2.0,Tan,0.58,15.59,0,7,2,2016,03,12 00:00:00,2019,04,2019-04-05 16,48,2019-04-05,16:48:00,Tan,75262.0,2016.0,3.0,2019.0,4.0,0,0,0,1,0
2007-03-21 00:00:00,2.0,Brown Tabby,0.47,17.23,18,4,1,2007,03,21 00:00:00,2019,04,2019-04-11 13,30,2019-04-11,13:30:00,Brown,75707.0,2007.0,3.0,2019.0,4.0,0,0,1,0,0
2017-07-16 00:00:00,2.0,Brown Tabby,0.46,21.82,13,9,1,2017,07,16 00:00:00,2017,09,2017-09-05 14,10,2017-09-05,14:10:00,Brown,68957.0,2017.0,7.0,2017.0,9.0,0,0,0,0,1
2006-11-17 00:00:00,1.0,Brown Tabby,0.86,43.32,0,7,1,2006,11,17 00:00:00,2018,11,2018-11-02 19,03,2018-11-02,19:03:00,Brown,54906.0,2006.0,11.0,2018.0,11.0,0,0,0,1,0
2016-07-25 00:00:00,1.0,Cream,0.15,17.29,13,9,2,2016,07,25 00:00:00,2017,03,2017-03-05 13,19,2017-03-05,13:19:00,Cream,64382.0,2016.0,7.0,2017.0,3.0,0,0,0,0,1
2018-05-26 00:00:00,nan,White,0.42,43.82,6,2,4,2018,05,26 00:00:00,2018,06,2018-06-17 10,27,2018-06-17,10:27:00,White,53506.0,2018.0,5.0,2018.0,6.0,0,0,0,0,0
2016-08-22 00:00:00,1.0,Black,0.45,15.26,0,1,1,2016,08,22 00:00:00,2016,11,2016-11-23 17,00,2016-11-23,17:00:00,Black,51911.0,2016.0,8.0,2016.0,11.0,0,1,0,0,0
2001-06-03 00:00:00,0.0,Yellow,0.18,15.24,0,7,2,2001,06,03 00:00:00,2016,08,2016-08-27 16,14,2016-08-27,16:14:00,Yellow,74951.0,2001.0,6.0,2016.0,8.0,0,0,0,1,0
2018-03-22 00:00:00,nan,Brown,0.92,46.37,15,4,4,2018,03,22 00:00:00,2018,10,2018-10-13 09,07,2018-10-13,09:07:00,Brown,67266.0,2018.0,3.0,2018.0,10.0,0,0,1,0,0
2017-09-23 00:00:00,2.0,Brown,0.25,43.03,13,9,2,2017,09,23 00:00:00,2018,02,2018-02-15 17,28,2018-02-15,17:28:00,Brown,56934.0,2017.0,9.0,2018.0,2.0,0,0,0,0,1
2016-07-29 00:00:00,nan,Black,0.78,22.52,13,9,1,2016,07,29 00:00:00,2016,09,2016-09-03 13,43,2016-09-03,13:43:00,Black,72858.0,2016.0,7.0,2016.0,9.0,0,0,0,0,1
2019-01-12 00:00:00,1.0,Brown Tabby,0.31,30.49,0,1,1,2019,01,12 00:00:00,2019,04,2019-04-21 18,14,2019-04-21,18:14:00,Brown,75942.0,2019.0,1.0,2019.0,4.0,0,1,0,0,0
2012-04-18 00:00:00,2.0,White,0.54,23.92,0,7,2,2012,04,18 00:00:00,2019,05,2019-05-10 17,11,2019-05-10,17:11:00,White,76776.0,2012.0,4.0,2019.0,5.0,0,0,0,1,0
2016-11-01 00:00:00,nan,Black,0.14,21.58,0,3,4,2016,11,01 00:00:00,2018,11,2018-11-24 11,32,2018-11-24,11:32:00,Black,69452.0,2016.0,11.0,2018.0,11.0,0,0,0,0,0
2016-06-11 00:00:00,2.0,Tan,0.99,33.67,0,7,2,2016,06,11 00:00:00,2018,07,2018-07-10 12,45,2018-07-10,12:45:00,Tan,54360.0,2016.0,6.0,2018.0,7.0,0,0,0,1,0
2018-05-30 00:00:00,nan,Cream,0.37,28.45,13,9,1,2018,05,30 00:00:00,2018,06,2018-06-27 13,34,2018-06-27,13:34:00,Cream,53985.0,2018.0,5.0,2018.0,6.0,0,0,0,0,1
2017-06-03 00:00:00,0.0,Brown Brindle,0.9,30.94,0,1,2,2017,06,03 00:00:00,2017,09,2017-09-12 17,57,2017-09-12,17:57:00,Brown,56365.0,2017.0,6.0,2017.0,9.0,0,1,0,0,0
2014-01-01 00:00:00,1.0,Brown,0.8,44.72,0,1,2,2014,01,01 00:00:00,2017,02,2017-02-03 18,41,2017-02-03,18:41:00,Brown,56392.0,2014.0,1.0,2017.0,2.0,0,1,0,0,0
2008-09-08 00:00:00,2.0,Brown,0.97,10.28,0,7,2,2008,09,08 00:00:00,2016,09,2016-09-29 16,47,2016-09-29,16:47:00,Brown,74336.0,2008.0,9.0,2016.0,9.0,0,0,0,1,0
2014-01-27 00:00:00,1.0,Orange Tabby,0.96,15.11,0,7,1,2014,01,27 00:00:00,2018,02,2018-02-18 16,27,2018-02-18,16:27:00,Orange,74654.0,2014.0,1.0,2018.0,2.0,0,0,0,1,0
2017-01-22 00:00:00,1.0,Tricolor,0.1,5.52,0,1,2,2017,01,22 00:00:00,2017,04,2017-04-30 17,24,2017-04-30,17:24:00,Tricolor,70978.0,2017.0,1.0,2017.0,4.0,0,1,0,0,0
2014-06-16 00:00:00,0.0,Tan,0.01,45.15,0,7,2,2014,06,16 00:00:00,2017,07,2017-07-07 15,35,2017-07-07,15:35:00,Tan,65502.0,2014.0,6.0,2017.0,7.0,0,0,0,1,0
2017-01-06 00:00:00,0.0,Black,0.05,5.56,0,1,2,2017,01,06 00:00:00,2018,03,2018-03-31 12,49,2018-03-31,12:49:00,Black,66740.0,2017.0,1.0,2018.0,3.0,0,1,0,0,0
2016-05-04 00:00:00,1.0,White,0.5,25.54,0,1,2,2016,05,04 00:00:00,2017,05,2017-05-28 17,09,2017-05-28,17:09:00,White,51681.0,2016.0,5.0,2017.0,5.0,0,1,0,0,0
2014-01-29 00:00:00,0.0,Tan,0.64,23.31,0,1,2,2014,01,29 00:00:00,2017,11,2017-11-10 17,58,2017-11-10,17:58:00,Tan,74504.0,2014.0,1.0,2017.0,11.0,0,1,0,0,0
2018-09-24 00:00:00,2.0,White,0.95,46.81,0,7,2,2018,09,24 00:00:00,2019,04,2019-04-14 14,01,2019-04-14,14:01:00,White,75644.0,2018.0,9.0,2019.0,4.0,0,0,0,1,0
2017-12-08 00:00:00,0.0,Black,0.75,27.01,0,1,2,2017,12,08 00:00:00,2018,06,2018-06-01 18,19,2018-06-01,18:19:00,Black,69311.0,2017.0,12.0,2018.0,6.0,0,1,0,0,0
2016-08-06 00:00:00,nan,Black,0.89,31.07,18,4,1,2016,08,06 00:00:00,2016,08,2016-08-29 14,59,2016-08-29,14:59:00,Black,74770.0,2016.0,8.0,2016.0,8.0,0,0,1,0,0
2008-09-24 00:00:00,0.0,Chocolate,0.14,27.45,0,1,2,2008,09,24 00:00:00,2017,06,2017-06-03 16,25,2017-06-03,16:25:00,Chocolate,64812.0,2008.0,9.0,2017.0,6.0,0,1,0,0,0
2011-12-01 00:00:00,1.0,Tan,0.67,22.23,0,7,2,2011,12,01 00:00:00,2017,07,2017-07-10 15,34,2017-07-10,15:34:00,Tan,65473.0,2011.0,12.0,2017.0,7.0,0,0,0,1,0
2012-08-03 00:00:00,0.0,Red,0.34,10.47,0,1,2,2012,08,03 00:00:00,2017,08,2017-08-26 17,12,2017-08-26,17:12:00,Red,68280.0,2012.0,8.0,2017.0,8.0,0,1,0,0,0
2014-12-26 00:00:00,2.0,Tan,0.24,49.47,13,9,2,2014,12,26 00:00:00,2017,01,2017-01-20 14,59,2017-01-20,14:59:00,Tan,54782.0,2014.0,12.0,2017.0,1.0,0,0,0,0,1
2018-06-28 00:00:00,2.0,Black,0.3,40.18,13,9,2,2018,06,28 00:00:00,2018,09,2018-09-03 18,36,2018-09-03,18:36:00,Black,54943.0,2018.0,6.0,2018.0,9.0,0,0,0,0,1
2017-06-30 00:00:00,0.0,Brown Tabby,0.42,43.11,7,1,1,2017,06,30 00:00:00,2017,10,2017-10-19 20,29,2017-10-19,20:29:00,Brown,61427.0,2017.0,6.0,2017.0,10.0,0,1,0,0,0
2018-05-16 00:00:00,1.0,Brown Brindle,0.33,47.91,0,1,2,2018,05,16 00:00:00,2018,12,2018-12-12 12,03,2018-12-12,12:03:00,Brown,70213.0,2018.0,5.0,2018.0,12.0,0,1,0,0,0
2016-08-02 00:00:00,1.0,Tan,0.13,9.3,0,7,2,2016,08,02 00:00:00,2017,08,2017-08-24 14,25,2017-08-24,14:25:00,Tan,56932.0,2016.0,8.0,2017.0,8.0,0,0,0,1,0
2011-06-14 00:00:00,1.0,Black,0.51,34.3,0,7,2,2011,06,14 00:00:00,2018,07,2018-07-05 11,50,2018-07-05,11:50:00,Black,69253.0,2011.0,6.0,2018.0,7.0,0,0,0,1,0
2016-07-20 00:00:00,0.0,Gray,0.21,5.04,0,7,2,2016,07,20 00:00:00,2017,08,2017-08-15 11,07,2017-08-15,11:07:00,Gray,60309.0,2016.0,7.0,2017.0,8.0,0,0,0,1,0
2016-06-17 00:00:00,1.0,White,0.96,23.44,0,1,2,2016,06,17 00:00:00,2017,12,2017-12-18 12,54,2017-12-18,12:54:00,White,54498.0,2016.0,6.0,2017.0,12.0,0,1,0,0,0
2014-05-01 00:00:00,1.0,Brown Brindle,0.51,36.46,0,1,2,2014,05,01 00:00:00,2017,07,2017-07-12 11,39,2017-07-12,11:39:00,Brown,57116.0,2014.0,5.0,2017.0,7.0,0,1,0,0,0
2017-02-12 00:00:00,0.0,Brown Tabby,0.38,28.9,0,1,1,2017,02,12 00:00:00,2018,03,2018-03-04 16,00,2018-03-04,16:00:00,Brown,57519.0,2017.0,2.0,2018.0,3.0,0,1,0,0,0
2017-04-01 00:00:00,nan,Brown,0.75,49.52,15,4,4,2017,04,01 00:00:00,2019,04,2019-04-22 09,09,2019-04-22,09:09:00,Brown,75950.0,2017.0,4.0,2019.0,4.0,0,0,1,0,0
2010-12-31 00:00:00,0.0,Red,0.23,47.44,0,1,2,2010,12,31 00:00:00,2018,09,2018-09-08 16,04,2018-09-08,16:04:00,Red,62560.0,2010.0,12.0,2018.0,9.0,0,1,0,0,0
2016-01-15 00:00:00,0.0,Calico,0.59,43.12,0,1,1,2016,01,15 00:00:00,2018,03,2018-03-07 14,53,2018-03-07,14:53:00,Calico,51153.0,2016.0,1.0,2018.0,3.0,0,1,0,0,0
2017-12-02 00:00:00,0.0,Blue,0.57,23.47,0,7,2,2017,12,02 00:00:00,2018,08,2018-08-22 16,40,2018-08-22,16:40:00,Blue,73818.0,2017.0,12.0,2018.0,8.0,0,0,0,1,0
2017-07-06 00:00:00,2.0,Cream,0.06,25.97,13,9,1,2017,07,06 00:00:00,2017,08,2017-08-11 00,00,2017-08-11,00:00:00,Cream,69393.0,2017.0,7.0,2017.0,8.0,0,0,0,0,1
2009-10-21 00:00:00,0.0,Calico,0.84,24.54,16,9,1,2009,10,21 00:00:00,2017,11,2017-11-12 09,00,2017-11-12,09:00:00,Calico,53444.0,2009.0,10.0,2017.0,11.0,0,0,0,0,1
2013-03-03 00:00:00,1.0,White,0.13,37.1,0,1,1,2013,03,03 00:00:00,2017,09,2017-09-21 15,18,2017-09-21,15:18:00,White,51864.0,2013.0,3.0,2017.0,9.0,0,1,0,0,0
2014-09-15 00:00:00,2.0,Chocolate,0.8,25.6,13,9,4,2014,09,15 00:00:00,2016,10,2016-10-08 11,37,2016-10-08,11:37:00,Chocolate,60894.0,2014.0,9.0,2016.0,10.0,0,0,0,0,1
2014-10-25 00:00:00,0.0,Fawn,0.34,23.39,0,1,2,2014,10,25 00:00:00,2017,01,2017-01-02 13,06,2017-01-02,13:06:00,Fawn,64899.0,2014.0,10.0,2017.0,1.0,0,1,0,0,0
2016-02-22 00:00:00,1.0,Black,0.66,10.14,0,7,2,2016,02,22 00:00:00,2017,08,2017-08-04 17,22,2017-08-04,17:22:00,Black,50321.0,2016.0,2.0,2017.0,8.0,0,0,0,1,0
2017-07-17 00:00:00,0.0,Tortie,0.6,39.97,0,1,1,2017,07,17 00:00:00,2017,10,2017-10-10 18,48,2017-10-10,18:48:00,Tortie,73307.0,2017.0,7.0,2017.0,10.0,0,1,0,0,0
2013-11-30 00:00:00,1.0,Black,1.0,11.58,0,1,2,2013,11,30 00:00:00,2016,09,2016-09-29 18,01,2016-09-29,18:01:00,Black,72205.0,2013.0,11.0,2016.0,9.0,0,1,0,0,0
2016-10-19 00:00:00,2.0,Brown Tabby,0.03,19.86,0,1,1,2016,10,19 00:00:00,2017,03,2017-03-10 17,15,2017-03-10,17:15:00,Brown,50557.0,2016.0,10.0,2017.0,3.0,0,1,0,0,0
2012-11-23 00:00:00,1.0,Black,0.83,7.32,0,1,2,2012,11,23 00:00:00,2018,12,2018-12-21 14,16,2018-12-21,14:16:00,Black,67554.0,2012.0,11.0,2018.0,12.0,0,1,0,0,0
2018-03-19 00:00:00,2.0,White,0.47,11.98,0,7,2,2018,03,19 00:00:00,2018,12,2018-12-07 11,59,2018-12-07,11:59:00,White,64904.0,2018.0,3.0,2018.0,12.0,0,0,0,1,0
2007-06-23 00:00:00,0.0,White,0.13,39.35,13,9,2,2007,06,23 00:00:00,2017,10,2017-10-27 00,00,2017-10-27,00:00:00,White,65939.0,2007.0,6.0,2017.0,10.0,0,0,0,0,1
2018-01-19 00:00:00,1.0,White,0.24,18.67,0,1,2,2018,01,19 00:00:00,2018,10,2018-10-14 16,26,2018-10-14,16:26:00,White,68305.0,2018.0,1.0,2018.0,10.0,0,1,0,0,0
2016-10-11 00:00:00,2.0,Sable,0.68,5.26,13,9,2,2016,10,11 00:00:00,2016,12,2016-12-27 09,28,2016-12-27,09:28:00,Sable,61421.0,2016.0,10.0,2016.0,12.0,0,0,0,0,1
2011-09-19 00:00:00,1.0,Tan,0.0,41.77,0,7,2,2011,09,19 00:00:00,2016,10,2016-10-30 12,50,2016-10-30,12:50:00,Tan,62283.0,2011.0,9.0,2016.0,10.0,0,0,0,1,0
2018-04-18 00:00:00,2.0,Lynx Point,0.89,40.02,18,4,1,2018,04,18 00:00:00,2019,05,2019-05-09 18,08,2019-05-09,18:08:00,Lynx,76736.0,2018.0,4.0,2019.0,5.0,0,0,1,0,0
2013-07-12 00:00:00,1.0,White,0.66,23.04,0,1,2,2013,07,12 00:00:00,2016,08,2016-08-07 17,31,2016-08-07,17:31:00,White,52707.0,2013.0,7.0,2016.0,8.0,0,1,0,0,0
2016-10-20 00:00:00,1.0,Blue,0.31,13.18,7,1,1,2016,10,20 00:00:00,2017,02,2017-02-21 13,47,2017-02-21,13:47:00,Blue,62626.0,2016.0,10.0,2017.0,2.0,0,1,0,0,0
2016-12-07 00:00:00,1.0,Black,0.99,30.16,16,9,1,2016,12,07 00:00:00,2017,12,2017-12-28 09,00,2017-12-28,09:00:00,Black,68263.0,2016.0,12.0,2017.0,12.0,0,0,0,0,1
2014-07-14 00:00:00,2.0,Red,0.11,15.73,13,9,2,2014,07,14 00:00:00,2016,08,2016-08-06 17,18,2016-08-06,17:18:00,Red,58481.0,2014.0,7.0,2016.0,8.0,0,0,0,0,1
2018-07-18 00:00:00,1.0,Brown Tabby,0.52,44.97,0,1,1,2018,07,18 00:00:00,2019,05,2019-05-04 18,43,2019-05-04,18:43:00,Brown,76516.0,2018.0,7.0,2019.0,5.0,0,1,0,0,0
2012-11-16 00:00:00,2.0,Black,0.24,30.43,15,4,1,2012,11,16 00:00:00,2016,12,2016-12-08 10,58,2016-12-08,10:58:00,Black,58033.0,2012.0,11.0,2016.0,12.0,0,0,1,0,0
2017-05-21 00:00:00,0.0,Brown Brindle,0.73,11.79,0,1,2,2017,05,21 00:00:00,2017,08,2017-08-16 16,00,2017-08-16,16:00:00,Brown,59069.0,2017.0,5.0,2017.0,8.0,0,1,0,0,0
2013-03-20 00:00:00,1.0,Black,0.45,32.16,0,1,1,2013,03,20 00:00:00,2019,04,2019-04-13 19,00,2019-04-13,19:00:00,Black,75625.0,2013.0,3.0,2019.0,4.0,0,1,0,0,0
2016-07-27 00:00:00,1.0,Orange Tabby,0.92,22.09,0,1,1,2016,07,27 00:00:00,2016,11,2016-11-13 17,11,2016-11-13,17:11:00,Orange,50123.0,2016.0,7.0,2016.0,11.0,0,1,0,0,0
2017-12-11 00:00:00,nan,Tan,0.89,25.49,18,4,2,2017,12,11 00:00:00,2018,01,2018-01-31 16,44,2018-01-31,16:44:00,Tan,68886.0,2017.0,12.0,2018.0,1.0,0,0,1,0,0
2016-07-04 00:00:00,2.0,Black,0.85,12.46,13,9,2,2016,07,04 00:00:00,2016,11,2016-11-13 11,33,2016-11-13,11:33:00,Black,55489.0,2016.0,7.0,2016.0,11.0,0,0,0,0,1
2015-12-02 00:00:00,nan,Brown,0.62,49.92,15,4,4,2015,12,02 00:00:00,2016,12,2016-12-22 13,09,2016-12-22,13:09:00,Brown,53662.0,2015.0,12.0,2016.0,12.0,0,0,1,0,0
2003-12-23 00:00:00,0.0,Black,0.86,18.89,0,7,2,2003,12,23 00:00:00,2018,01,2018-01-13 00,00,2018-01-13,00:00:00,Black,55236.0,2003.0,12.0,2018.0,1.0,0,0,0,1,0
2016-03-12 00:00:00,nan,Red,0.01,35.84,15,4,4,2016,03,12 00:00:00,2018,04,2018-04-01 09,17,2018-04-01,09:17:00,Red,55721.0,2016.0,3.0,2018.0,4.0,0,0,1,0,0
2018-11-12 00:00:00,2.0,Black,0.69,38.89,0,7,2,2018,11,12 00:00:00,2019,05,2019-05-03 17,46,2019-05-03,17:46:00,Black,76452.0,2018.0,11.0,2019.0,5.0,0,0,0,1,0
