country,year,sex,age,suicides_no,population,country-year,gdp_per_capita ($),generation
Austria,2004,male,5-14 years,2.0,476337,Austria2004,38711,Millenials
Austria,2004,female,5-14 years,0.0,453574,Austria2004,38711,Millenials
Austria,2005,male,75+ years,166.0,210054,Austria2005,40367,Silent
Austria,2005,male,55-74 years,331.0,782050,Austria2005,40367,Silent
Austria,2005,male,35-54 years,364.0,1266464,Austria2005,40367,Boomers
Austria,2005,female,75+ years,81.0,421281,Austria2005,40367,Silent
Austria,2005,male,25-34 years,102.0,548943,Austria2005,40367,Generation X
Austria,2005,male,15-24 years,83.0,515674,Austria2005,40367,Millenials
Austria,2005,female,55-74 years,96.0,869065,Austria2005,40367,Silent
Austria,2005,female,35-54 years,121.0,1250028,Austria2005,40367,Boomers
Austria,2005,female,25-34 years,33.0,546238,Austria2005,40367,Generation X
Austria,2005,female,15-24 years,18.0,497688,Austria2005,40367,Millenials
Austria,2005,male,5-14 years,3.0,471447,Austria2005,40367,Millenials
Austria,2005,female,5-14 years,1.0,448529,Austria2005,40367,Millenials
Austria,2006,male,75+ years,171.0,218168,Austria2006,42698,Silent
Austria,2006,male,55-74 years,266.0,791509,Austria2006,42698,Silent
Austria,2006,male,35-54 years,382.0,1281251,Austria2006,42698,Boomers
Austria,2006,female,75+ years,81.0,425747,Austria2006,42698,Silent
Austria,2006,male,25-34 years,103.0,545467,Austria2006,42698,Generation X
Austria,2006,male,15-24 years,77.0,517546,Austria2006,42698,Millenials
Austria,2006,female,55-74 years,91.0,876832,Austria2006,42698,Silent
Austria,2006,female,35-54 years,91.0,1265873,Austria2006,42698,Boomers
Austria,2006,female,25-34 years,18.0,542011,Austria2006,42698,Generation X
Austria,2006,female,15-24 years,16.0,499388,Austria2006,42698,Millenials
Austria,2006,male,5-14 years,1.0,464213,Austria2006,42698,Millenials
Austria,2006,female,5-14 years,0.0,441264,Austria2006,42698,Millenials
Austria,2007,male,75+ years,170.0,225285,Austria2007,49218,Silent
Austria,2007,male,55-74 years,273.0,800509,Austria2007,49218,Silent
Austria,2007,male,35-54 years,331.0,1291260,Austria2007,49218,Boomers
Austria,2007,female,75+ years,80.0,428921,Austria2007,49218,Silent
Austria,2007,male,25-34 years,99.0,542760,Austria2007,49218,Generation X
Austria,2007,male,15-24 years,93.0,517817,Austria2007,49218,Millenials
Austria,2007,female,55-74 years,109.0,885212,Austria2007,49218,Silent
Austria,2007,female,35-54 years,88.0,1277479,Austria2007,49218,Boomers
Austria,2007,female,25-34 years,25.0,539763,Austria2007,49218,Generation X
Austria,2007,female,15-24 years,15.0,499804,Austria2007,49218,Millenials
Austria,2007,male,5-14 years,2.0,455269,Austria2007,49218,Generation Z
Austria,2007,female,5-14 years,0.0,433193,Austria2007,49218,Generation Z
Austria,2008,male,75+ years,200.0,231083,Austria2008,54294,Silent
Austria,2008,male,55-74 years,276.0,811538,Austria2008,54294,Silent
Austria,2008,male,35-54 years,340.0,1295943,Austria2008,54294,Boomers
Austria,2008,female,75+ years,72.0,430534,Austria2008,54294,Silent
Austria,2008,male,25-34 years,86.0,542606,Austria2008,54294,Generation X
Austria,2008,male,15-24 years,59.0,519137,Austria2008,54294,Millenials
Austria,2008,female,55-74 years,82.0,895882,Austria2008,54294,Silent
Austria,2008,female,35-54 years,112.0,1285210,Austria2008,54294,Boomers
Austria,2008,female,15-24 years,18.0,500763,Austria2008,54294,Millenials
Austria,2008,female,25-34 years,18.0,539635,Austria2008,54294,Generation X
Austria,2008,female,5-14 years,2.0,425776,Austria2008,54294,Generation Z
Austria,2008,male,5-14 years,2.0,447151,Austria2008,54294,Generation Z
Austria,2009,male,75+ years,187.0,235822,Austria2009,50356,Silent
Austria,2009,male,55-74 years,279.0,823727,Austria2009,50356,Silent
Austria,2009,male,35-54 years,332.0,1297322,Austria2009,50356,Boomers
Austria,2009,male,25-34 years,99.0,542799,Austria2009,50356,Generation X
Austria,2009,female,75+ years,68.0,430726,Austria2009,50356,Silent
Austria,2009,male,15-24 years,72.0,519901,Austria2009,50356,Millenials
Austria,2009,female,55-74 years,103.0,908213,Austria2009,50356,Silent
Austria,2009,female,35-54 years,101.0,1289816,Austria2009,50356,Boomers
Austria,2009,female,25-34 years,18.0,539304,Austria2009,50356,Generation X
Austria,2009,female,15-24 years,11.0,501225,Austria2009,50356,Millenials
Austria,2009,female,5-14 years,5.0,418410,Austria2009,50356,Generation Z
Austria,2009,male,5-14 years,3.0,439629,Austria2009,50356,Generation Z
Austria,2010,male,75+ years,180.0,240431,Austria2010,49181,Silent
Austria,2010,male,55-74 years,287.0,838208,Austria2010,49181,Silent
Austria,2010,male,35-54 years,325.0,1296607,Austria2010,49181,Generation X
Austria,2010,male,15-24 years,91.0,518657,Austria2010,49181,Millenials
Austria,2010,male,25-34 years,85.0,542986,Austria2010,49181,Generation X
Austria,2010,female,75+ years,62.0,431151,Austria2010,49181,Silent
Austria,2010,female,55-74 years,90.0,923411,Austria2010,49181,Silent
Austria,2010,female,35-54 years,102.0,1291400,Austria2010,49181,Generation X
Austria,2010,female,25-34 years,25.0,539299,Austria2010,49181,Generation X
Austria,2010,female,15-24 years,14.0,499638,Austria2010,49181,Millenials
Austria,2010,male,5-14 years,2.0,433795,Austria2010,49181,Generation Z
Austria,2010,female,5-14 years,1.0,412838,Austria2010,49181,Generation Z
Austria,2011,male,75+ years,196.0,245207,Austria2011,53923,Silent
Austria,2011,male,55-74 years,276.0,855700,Austria2011,53923,Boomers
Austria,2011,male,35-54 years,336.0,1292255,Austria2011,53923,Generation X
Austria,2011,male,25-34 years,97.0,546027,Austria2011,53923,Millenials
Austria,2011,female,75+ years,58.0,431128,Austria2011,53923,Silent
Austria,2011,male,15-24 years,67.0,518095,Austria2011,53923,Millenials
Austria,2011,female,55-74 years,113.0,942311,Austria2011,53923,Boomers
Austria,2011,female,35-54 years,95.0,1288452,Austria2011,53923,Generation X
Austria,2011,female,15-24 years,23.0,498172,Austria2011,53923,Millenials
Austria,2011,female,25-34 years,23.0,542031,Austria2011,53923,Millenials
Austria,2011,male,5-14 years,3.0,428198,Austria2011,53923,Generation Z
Austria,2011,female,5-14 years,1.0,407570,Austria2011,53923,Generation Z
Austria,2012,male,75+ years,189.0,250032,Austria2012,50979,Silent
Austria,2012,male,55-74 years,298.0,874391,Austria2012,50979,Boomers
Austria,2012,male,35-54 years,332.0,1286522,Austria2012,50979,Generation X
Austria,2012,male,25-34 years,99.0,553047,Austria2012,50979,Millenials
Austria,2012,female,75+ years,76.0,430436,Austria2012,50979,Silent
Austria,2012,male,15-24 years,66.0,519503,Austria2012,50979,Millenials
Austria,2012,female,55-74 years,99.0,962372,Austria2012,50979,Boomers
Austria,2012,female,35-54 years,87.0,1283769,Austria2012,50979,Generation X
Austria,2012,female,25-34 years,20.0,547787,Austria2012,50979,Millenials
Austria,2012,female,15-24 years,6.0,497838,Austria2012,50979,Millenials
Austria,2012,male,5-14 years,3.0,422849,Austria2012,50979,Generation Z
Austria,2012,female,5-14 years,1.0,402730,Austria2012,50979,Generation Z
Austria,2013,male,75+ years,221.0,255540,Austria2013,53229,Silent
Austria,2013,male,55-74 years,299.0,893602,Austria2013,53229,Boomers
Austria,2013,male,35-54 years,317.0,1282009,Austria2013,53229,Generation X
Austria,2013,female,75+ years,64.0,431074,Austria2013,53229,Silent
Austria,2013,male,25-34 years,75.0,563630,Austria2013,53229,Millenials
Austria,2013,female,55-74 years,118.0,981829,Austria2013,53229,Boomers
Austria,2013,male,15-24 years,54.0,518852,Austria2013,53229,Millenials
Austria,2013,female,35-54 years,94.0,1279480,Austria2013,53229,Generation X
Austria,2013,female,25-34 years,25.0,556475,Austria2013,53229,Millenials
Austria,2013,female,15-24 years,20.0,496526,Austria2013,53229,Millenials
Austria,2013,female,5-14 years,3.0,400256,Austria2013,53229,Generation Z
Austria,2013,male,5-14 years,1.0,420342,Austria2013,53229,Generation Z
Austria,2014,male,75+ years,206.0,269625,Austria2014,54278,Silent
Austria,2014,male,55-74 years,282.0,906857,Austria2014,54278,Boomers
Austria,2014,male,35-54 years,321.0,1280204,Austria2014,54278,Generation X
Austria,2014,female,75+ years,77.0,442472,Austria2014,54278,Silent
Austria,2014,male,25-34 years,100.0,576126,Austria2014,54278,Millenials
Austria,2014,male,15-24 years,79.0,516580,Austria2014,54278,Millenials
Austria,2014,female,55-74 years,108.0,993973,Austria2014,54278,Boomers
Austria,2014,female,35-54 years,93.0,1276047,Austria2014,54278,Generation X
Austria,2014,female,25-34 years,29.0,566622,Austria2014,54278,Millenials
Austria,2014,female,15-24 years,17.0,493605,Austria2014,54278,Millenials
Austria,2014,male,5-14 years,2.0,419646,Austria2014,54278,Generation Z
Austria,2014,female,5-14 years,0.0,399408,Austria2014,54278,Generation Z
Austria,2015,male,75+ years,214.0,290329,Austria2015,46484,Silent
Austria,2015,male,55-74 years,294.0,915115,Austria2015,46484,Boomers
Austria,2015,male,35-54 years,313.0,1279822,Austria2015,46484,Generation X
Austria,2015,female,75+ years,70.0,461676,Austria2015,46484,Silent
Austria,2015,male,25-34 years,78.0,590968,Austria2015,46484,Millenials
Austria,2015,male,15-24 years,61.0,519646,Austria2015,46484,Millenials
Austria,2015,female,55-74 years,100.0,998854,Austria2015,46484,Boomers
Austria,2015,female,35-54 years,79.0,1273034,Austria2015,46484,Generation X
Austria,2015,female,15-24 years,19.0,490742,Austria2015,46484,Millenials
Austria,2015,female,25-34 years,21.0,576661,Austria2015,46484,Millenials
Austria,2015,female,5-14 years,1.0,400831,Austria2015,46484,Generation Z
Austria,2015,male,5-14 years,1.0,421708,Austria2015,46484,Generation Z
Austria,2016,male,75+ years,212.0,307692,Austria2016,46976,Silent
Austria,2016,male,55-74 years,290.0,928992,Austria2016,46976,Boomers
Austria,2016,male,35-54 years,260.0,1281202,Austria2016,46976,Generation X
Austria,2016,male,25-34 years,86.0,605922,Austria2016,46976,Millenials
Austria,2016,female,75+ years,61.0,478267,Austria2016,46976,Silent
Austria,2016,male,15-24 years,58.0,525977,Austria2016,46976,Millenials
Austria,2016,female,55-74 years,99.0,1009403,Austria2016,46976,Boomers
Austria,2016,female,35-54 years,95.0,1273241,Austria2016,46976,Generation X
Austria,2016,female,15-24 years,22.0,488020,Austria2016,46976,Millenials
Austria,2016,female,25-34 years,18.0,585913,Austria2016,46976,Millenials
Azerbaijan,1990,male,35-54 years,41.0,587300,Azerbaijan1990,1439,Silent
Azerbaijan,1990,male,55-74 years,11.0,306200,Azerbaijan1990,1439,G.I. Generation
Azerbaijan,1990,male,25-34 years,19.0,613200,Azerbaijan1990,1439,Boomers
Azerbaijan,1990,male,15-24 years,16.0,682700,Azerbaijan1990,1439,Generation X
Azerbaijan,1990,male,75+ years,1.0,42900,Azerbaijan1990,1439,G.I. Generation
Azerbaijan,1990,female,75+ years,2.0,99200,Azerbaijan1990,1439,G.I. Generation
Azerbaijan,1990,female,55-74 years,6.0,389200,Azerbaijan1990,1439,G.I. Generation
Azerbaijan,1990,female,25-34 years,7.0,677800,Azerbaijan1990,1439,Boomers
Azerbaijan,1990,female,35-54 years,6.0,637700,Azerbaijan1990,1439,Silent
Azerbaijan,1990,female,15-24 years,4.0,656800,Azerbaijan1990,1439,Generation X
Azerbaijan,1990,male,5-14 years,1.0,750400,Azerbaijan1990,1439,Generation X
Azerbaijan,1990,female,5-14 years,0.0,713400,Azerbaijan1990,1439,Generation X
Azerbaijan,1991,male,75+ years,3.0,42200,Azerbaijan1991,1398,G.I. Generation
Azerbaijan,1991,male,55-74 years,22.0,323700,Azerbaijan1991,1398,Silent
Azerbaijan,1991,male,25-34 years,29.0,627800,Azerbaijan1991,1398,Boomers
Azerbaijan,1991,male,35-54 years,26.0,597700,Azerbaijan1991,1398,Boomers
Azerbaijan,1991,male,15-24 years,22.0,687100,Azerbaijan1991,1398,Generation X
Azerbaijan,1991,female,35-54 years,11.0,650100,Azerbaijan1991,1398,Boomers
Azerbaijan,1991,female,55-74 years,5.0,406400,Azerbaijan1991,1398,Silent
Azerbaijan,1991,female,15-24 years,8.0,653100,Azerbaijan1991,1398,Generation X
Azerbaijan,1991,female,75+ years,1.0,99300,Azerbaijan1991,1398,G.I. Generation
Azerbaijan,1991,female,25-34 years,6.0,697500,Azerbaijan1991,1398,Boomers
Azerbaijan,1991,female,5-14 years,1.0,734600,Azerbaijan1991,1398,Millenials
Azerbaijan,1991,male,5-14 years,0.0,771100,Azerbaijan1991,1398,Millenials
Azerbaijan,1992,male,35-54 years,39.0,610500,Azerbaijan1992,784,Boomers
Azerbaijan,1992,male,55-74 years,18.0,340500,Azerbaijan1992,784,Silent
Azerbaijan,1992,female,75+ years,5.0,97200,Azerbaijan1992,784,G.I. Generation
Azerbaijan,1992,male,75+ years,2.0,40300,Azerbaijan1992,784,G.I. Generation
Azerbaijan,1992,male,25-34 years,24.0,634300,Azerbaijan1992,784,Boomers
Azerbaijan,1992,male,15-24 years,23.0,683300,Azerbaijan1992,784,Generation X
Azerbaijan,1992,female,55-74 years,11.0,424500,Azerbaijan1992,784,Silent
Azerbaijan,1992,female,25-34 years,10.0,702900,Azerbaijan1992,784,Boomers
Azerbaijan,1992,female,15-24 years,8.0,643000,Azerbaijan1992,784,Generation X
Azerbaijan,1992,female,35-54 years,4.0,662800,Azerbaijan1992,784,Boomers
Azerbaijan,1992,female,5-14 years,0.0,746700,Azerbaijan1992,784,Millenials
Azerbaijan,1992,male,5-14 years,0.0,784400,Azerbaijan1992,784,Millenials
Azerbaijan,1993,male,75+ years,3.0,38900,Azerbaijan1993,617,G.I. Generation
Azerbaijan,1993,male,55-74 years,17.0,356800,Azerbaijan1993,617,Silent
Azerbaijan,1993,female,75+ years,4.0,96100,Azerbaijan1993,617,G.I. Generation
Azerbaijan,1993,male,15-24 years,22.0,677400,Azerbaijan1993,617,Generation X
Azerbaijan,1993,male,35-54 years,20.0,628400,Azerbaijan1993,617,Boomers
Azerbaijan,1993,male,25-34 years,20.0,636000,Azerbaijan1993,617,Boomers
Azerbaijan,1993,female,35-54 years,10.0,681600,Azerbaijan1993,617,Boomers
Azerbaijan,1993,female,55-74 years,6.0,443000,Azerbaijan1993,617,Silent
Azerbaijan,1993,female,25-34 years,9.0,697000,Azerbaijan1993,617,Boomers
Azerbaijan,1993,female,15-24 years,6.0,630200,Azerbaijan1993,617,Generation X
Azerbaijan,1993,female,5-14 years,1.0,759300,Azerbaijan1993,617,Millenials
Azerbaijan,1993,male,5-14 years,1.0,797900,Azerbaijan1993,617,Millenials
Azerbaijan,1994,male,55-74 years,10.0,369000,Azerbaijan1994,508,Silent
Azerbaijan,1994,male,75+ years,1.0,37400,Azerbaijan1994,508,G.I. Generation
Azerbaijan,1994,male,35-54 years,11.0,651400,Azerbaijan1994,508,Boomers
Azerbaijan,1994,female,55-74 years,5.0,456200,Azerbaijan1994,508,Silent
Azerbaijan,1994,female,75+ years,1.0,95800,Azerbaijan1994,508,G.I. Generation
Azerbaijan,1994,female,35-54 years,6.0,705400,Azerbaijan1994,508,Boomers
Azerbaijan,1994,female,25-34 years,4.0,686900,Azerbaijan1994,508,Boomers
Azerbaijan,1994,female,15-24 years,3.0,622200,Azerbaijan1994,508,Generation X
Azerbaijan,1994,male,25-34 years,3.0,638600,Azerbaijan1994,508,Boomers
Azerbaijan,1994,male,15-24 years,3.0,669100,Azerbaijan1994,508,Generation X
Azerbaijan,1994,female,5-14 years,0.0,774700,Azerbaijan1994,508,Millenials
Azerbaijan,1994,male,5-14 years,0.0,814500,Azerbaijan1994,508,Millenials
Azerbaijan,1995,male,75+ years,2.0,36600,Azerbaijan1995,462,G.I. Generation
Azerbaijan,1995,male,35-54 years,18.0,677600,Azerbaijan1995,462,Boomers
Azerbaijan,1995,male,55-74 years,8.0,377400,Azerbaijan1995,462,Silent
Azerbaijan,1995,male,15-24 years,9.0,663600,Azerbaijan1995,462,Generation X
Azerbaijan,1995,female,75+ years,1.0,95000,Azerbaijan1995,462,G.I. Generation
Azerbaijan,1995,male,25-34 years,5.0,642900,Azerbaijan1995,462,Generation X
Azerbaijan,1995,female,25-34 years,3.0,675100,Azerbaijan1995,462,Generation X
Azerbaijan,1995,female,35-54 years,3.0,733900,Azerbaijan1995,462,Boomers
Azerbaijan,1995,female,15-24 years,0.0,622300,Azerbaijan1995,462,Generation X
Azerbaijan,1995,female,5-14 years,0.0,788700,Azerbaijan1995,462,Millenials
Azerbaijan,1995,female,55-74 years,0.0,463500,Azerbaijan1995,462,Silent
Azerbaijan,1995,male,5-14 years,0.0,829300,Azerbaijan1995,462,Millenials
Azerbaijan,1996,male,55-74 years,19.0,383100,Azerbaijan1996,476,Silent
Azerbaijan,1996,female,75+ years,3.0,94800,Azerbaijan1996,476,G.I. Generation
Azerbaijan,1996,male,75+ years,1.0,36700,Azerbaijan1996,476,G.I. Generation
Azerbaijan,1996,male,35-54 years,14.0,693800,Azerbaijan1996,476,Boomers
Azerbaijan,1996,male,25-34 years,13.0,647200,Azerbaijan1996,476,Generation X
Azerbaijan,1996,male,15-24 years,9.0,664700,Azerbaijan1996,476,Generation X
Azerbaijan,1996,female,15-24 years,3.0,624900,Azerbaijan1996,476,Generation X
Azerbaijan,1996,female,55-74 years,2.0,467600,Azerbaijan1996,476,Silent
Azerbaijan,1996,female,35-54 years,3.0,751300,Azerbaijan1996,476,Boomers
Azerbaijan,1996,female,25-34 years,2.0,669400,Azerbaijan1996,476,Generation X
Azerbaijan,1996,female,5-14 years,0.0,796200,Azerbaijan1996,476,Millenials
Azerbaijan,1996,male,5-14 years,0.0,838400,Azerbaijan1996,476,Millenials
Azerbaijan,1997,male,55-74 years,24.0,386200,Azerbaijan1997,590,Silent
Azerbaijan,1997,male,35-54 years,34.0,698800,Azerbaijan1997,590,Boomers
Azerbaijan,1997,male,25-34 years,21.0,651900,Azerbaijan1997,590,Generation X
Azerbaijan,1997,female,35-54 years,8.0,755500,Azerbaijan1997,590,Boomers
Azerbaijan,1997,male,15-24 years,7.0,669400,Azerbaijan1997,590,Generation X
Azerbaijan,1997,female,15-24 years,6.0,628600,Azerbaijan1997,590,Generation X
Azerbaijan,1997,female,55-74 years,3.0,470100,Azerbaijan1997,590,Silent
Azerbaijan,1997,female,25-34 years,4.0,673000,Azerbaijan1997,590,Generation X
Azerbaijan,1997,female,5-14 years,0.0,800800,Azerbaijan1997,590,Millenials
Azerbaijan,1997,female,75+ years,0.0,95400,Azerbaijan1997,590,G.I. Generation
Azerbaijan,1997,male,5-14 years,0.0,844400,Azerbaijan1997,590,Millenials
Azerbaijan,1997,male,75+ years,0.0,37100,Azerbaijan1997,590,G.I. Generation
Azerbaijan,1998,male,35-54 years,18.0,732200,Azerbaijan1998,631,Boomers
Azerbaijan,1998,female,75+ years,2.0,96900,Azerbaijan1998,631,G.I. Generation
Azerbaijan,1998,male,55-74 years,8.0,403500,Azerbaijan1998,631,Silent
Azerbaijan,1998,male,25-34 years,12.0,683600,Azerbaijan1998,631,Generation X
Azerbaijan,1998,female,55-74 years,4.0,491600,Azerbaijan1998,631,Silent
Azerbaijan,1998,female,35-54 years,6.0,793900,Azerbaijan1998,631,Boomers
Azerbaijan,1998,female,15-24 years,3.0,662900,Azerbaijan1998,631,Generation X
Azerbaijan,1998,male,15-24 years,2.0,702100,Azerbaijan1998,631,Generation X
Azerbaijan,1998,male,5-14 years,1.0,886300,Azerbaijan1998,631,Millenials
Azerbaijan,1998,female,25-34 years,0.0,710000,Azerbaijan1998,631,Generation X
Azerbaijan,1998,female,5-14 years,0.0,844700,Azerbaijan1998,631,Millenials
Azerbaijan,1998,male,75+ years,0.0,36700,Azerbaijan1998,631,G.I. Generation
Azerbaijan,1999,male,35-54 years,19.0,737000,Azerbaijan1999,645,Boomers
Azerbaijan,1999,male,55-74 years,9.0,406100,Azerbaijan1999,645,Silent
Azerbaijan,1999,male,25-34 years,10.0,688200,Azerbaijan1999,645,Generation X
Azerbaijan,1999,male,15-24 years,6.0,706900,Azerbaijan1999,645,Generation X
Azerbaijan,1999,female,35-54 years,4.0,802500,Azerbaijan1999,645,Boomers
Azerbaijan,1999,female,55-74 years,2.0,497100,Azerbaijan1999,645,Silent
Azerbaijan,1999,female,15-24 years,2.0,670100,Azerbaijan1999,645,Generation X
Azerbaijan,1999,female,25-34 years,2.0,717700,Azerbaijan1999,645,Generation X
Azerbaijan,1999,female,5-14 years,0.0,853800,Azerbaijan1999,645,Millenials
Azerbaijan,1999,female,75+ years,0.0,97900,Azerbaijan1999,645,G.I. Generation
Azerbaijan,1999,male,5-14 years,0.0,892200,Azerbaijan1999,645,Millenials
Azerbaijan,1999,male,75+ years,0.0,36900,Azerbaijan1999,645,G.I. Generation
Azerbaijan,2000,male,75+ years,1.0,37950,Azerbaijan2000,711,G.I. Generation
Azerbaijan,2000,male,55-74 years,9.0,361300,Azerbaijan2000,711,Silent
Azerbaijan,2000,female,75+ years,2.0,83300,Azerbaijan2000,711,G.I. Generation
Azerbaijan,2000,male,25-34 years,11.0,607350,Azerbaijan2000,711,Generation X
Azerbaijan,2000,male,35-54 years,14.0,931050,Azerbaijan2000,711,Boomers
Azerbaijan,2000,male,15-24 years,11.0,736900,Azerbaijan2000,711,Generation X
Azerbaijan,2000,female,55-74 years,3.0,434150,Azerbaijan2000,711,Silent
Azerbaijan,2000,female,15-24 years,4.0,738550,Azerbaijan2000,711,Generation X
Azerbaijan,2000,female,25-34 years,3.0,677500,Azerbaijan2000,711,Generation X
Azerbaijan,2000,female,35-54 years,3.0,1000200,Azerbaijan2000,711,Boomers
Azerbaijan,2000,female,5-14 years,1.0,878950,Azerbaijan2000,711,Millenials
Azerbaijan,2000,male,5-14 years,0.0,928050,Azerbaijan2000,711,Millenials
Azerbaijan,2001,male,55-74 years,34.0,357250,Azerbaijan2001,759,Silent
Azerbaijan,2001,male,35-54 years,79.0,975300,Azerbaijan2001,759,Boomers
Azerbaijan,2001,male,15-24 years,56.0,766400,Azerbaijan2001,759,Millenials
Azerbaijan,2001,male,75+ years,3.0,41650,Azerbaijan2001,759,Silent
Azerbaijan,2001,female,75+ years,6.0,85900,Azerbaijan2001,759,Silent
Azerbaijan,2001,male,25-34 years,40.0,603150,Azerbaijan2001,759,Generation X
Azerbaijan,2001,female,55-74 years,21.0,431400,Azerbaijan2001,759,Silent
Azerbaijan,2001,female,25-34 years,23.0,669850,Azerbaijan2001,759,Generation X
Azerbaijan,2001,male,5-14 years,24.0,913150,Azerbaijan2001,759,Millenials
Azerbaijan,2001,female,35-54 years,16.0,1052500,Azerbaijan2001,759,Boomers
Azerbaijan,2001,female,15-24 years,8.0,759350,Azerbaijan2001,759,Millenials
Azerbaijan,2001,female,5-14 years,7.0,862100,Azerbaijan2001,759,Millenials
Azerbaijan,2002,male,55-74 years,19.0,357550,Azerbaijan2002,820,Silent
Azerbaijan,2002,male,75+ years,2.0,45600,Azerbaijan2002,820,Silent
Azerbaijan,2002,male,35-54 years,32.0,1011850,Azerbaijan2002,820,Boomers
Azerbaijan,2002,female,55-74 years,6.0,433050,Azerbaijan2002,820,Silent
Azerbaijan,2002,male,25-34 years,7.0,603300,Azerbaijan2002,820,Generation X
Azerbaijan,2002,male,15-24 years,9.0,795800,Azerbaijan2002,820,Millenials
Azerbaijan,2002,female,75+ years,1.0,89000,Azerbaijan2002,820,Silent
Azerbaijan,2002,female,35-54 years,8.0,1096350,Azerbaijan2002,820,Boomers
Azerbaijan,2002,female,25-34 years,3.0,666300,Azerbaijan2002,820,Generation X
Azerbaijan,2002,male,5-14 years,4.0,889500,Azerbaijan2002,820,Millenials
Azerbaijan,2002,female,15-24 years,1.0,781100,Azerbaijan2002,820,Millenials
Azerbaijan,2002,female,5-14 years,0.0,836300,Azerbaijan2002,820,Millenials
Azerbaijan,2003,male,75+ years,3.0,50900,Azerbaijan2003,948,Silent
Azerbaijan,2003,female,75+ years,4.0,94450,Azerbaijan2003,948,Silent
Azerbaijan,2003,male,55-74 years,14.0,359800,Azerbaijan2003,948,Silent
Azerbaijan,2003,male,35-54 years,40.0,1045100,Azerbaijan2003,948,Boomers
Azerbaijan,2003,male,15-24 years,17.0,823850,Azerbaijan2003,948,Millenials
Azerbaijan,2003,male,25-34 years,12.0,604700,Azerbaijan2003,948,Generation X
Azerbaijan,2003,female,55-74 years,7.0,435950,Azerbaijan2003,948,Silent
Azerbaijan,2003,female,15-24 years,9.0,802400,Azerbaijan2003,948,Millenials
Azerbaijan,2003,female,35-54 years,12.0,1137200,Azerbaijan2003,948,Boomers
Azerbaijan,2003,male,5-14 years,7.0,856250,Azerbaijan2003,948,Millenials
Azerbaijan,2003,female,25-34 years,3.0,663050,Azerbaijan2003,948,Generation X
Azerbaijan,2003,female,5-14 years,1.0,800750,Azerbaijan2003,948,Millenials
Azerbaijan,2004,female,75+ years,5.0,99600,Azerbaijan2004,1122,Silent
Azerbaijan,2004,male,35-54 years,40.0,1076600,Azerbaijan2004,1122,Boomers
Azerbaijan,2004,male,25-34 years,15.0,608900,Azerbaijan2004,1122,Generation X
Azerbaijan,2004,male,55-74 years,7.0,362100,Azerbaijan2004,1122,Silent
Azerbaijan,2004,male,15-24 years,10.0,851350,Azerbaijan2004,1122,Millenials
Azerbaijan,2004,female,55-74 years,5.0,439850,Azerbaijan2004,1122,Silent
Azerbaijan,2004,female,35-54 years,11.0,1176300,Azerbaijan2004,1122,Boomers
Azerbaijan,2004,male,5-14 years,6.0,819600,Azerbaijan2004,1122,Millenials
Azerbaijan,2004,female,25-34 years,4.0,662000,Azerbaijan2004,1122,Generation X
Azerbaijan,2004,female,15-24 years,4.0,823000,Azerbaijan2004,1122,Millenials
Azerbaijan,2004,female,5-14 years,1.0,762050,Azerbaijan2004,1122,Millenials
Azerbaijan,2004,male,75+ years,0.0,56900,Azerbaijan2004,1122,Silent
Azerbaijan,2007,male,75+ years,3.0,75400,Azerbaijan2007,4172,Silent
Azerbaijan,2007,male,55-74 years,8.0,381400,Azerbaijan2007,4172,Silent
Azerbaijan,2007,male,35-54 years,15.0,1146950,Azerbaijan2007,4172,Boomers
Azerbaijan,2007,male,25-34 years,8.0,647850,Azerbaijan2007,4172,Generation X
Azerbaijan,2007,female,75+ years,1.0,118150,Azerbaijan2007,4172,Silent
Azerbaijan,2007,female,15-24 years,5.0,872100,Azerbaijan2007,4172,Millenials
Azerbaijan,2007,male,5-14 years,4.0,711200,Azerbaijan2007,4172,Generation Z
Azerbaijan,2007,female,35-54 years,5.0,1267550,Azerbaijan2007,4172,Boomers
Azerbaijan,2007,male,15-24 years,3.0,913150,Azerbaijan2007,4172,Millenials
Azerbaijan,2007,female,25-34 years,2.0,680650,Azerbaijan2007,4172,Generation X
Azerbaijan,2007,female,55-74 years,1.0,462700,Azerbaijan2007,4172,Silent
Azerbaijan,2007,female,5-14 years,0.0,644000,Azerbaijan2007,4172,Generation Z
Bahamas,1985,male,35-54 years,1.0,21000,Bahamas1985,11393,Silent
Bahamas,1985,female,15-24 years,0.0,23300,Bahamas1985,11393,Generation X
Bahamas,1985,female,25-34 years,0.0,19500,Bahamas1985,11393,Boomers
Bahamas,1985,female,35-54 years,0.0,22500,Bahamas1985,11393,Silent
Bahamas,1985,female,5-14 years,0.0,24500,Bahamas1985,11393,Generation X
Bahamas,1985,female,55-74 years,0.0,11200,Bahamas1985,11393,G.I. Generation
Bahamas,1985,female,75+ years,0.0,2700,Bahamas1985,11393,G.I. Generation
Bahamas,1985,male,15-24 years,0.0,23900,Bahamas1985,11393,Generation X
Bahamas,1985,male,25-34 years,0.0,19100,Bahamas1985,11393,Boomers
Bahamas,1985,male,5-14 years,0.0,25100,Bahamas1985,11393,Generation X
Bahamas,1985,male,55-74 years,0.0,9400,Bahamas1985,11393,G.I. Generation
